"Year","Site_code","Location","Sample_location","Mesh","Leaf","Person","Rep","Days","T_mu","DD","Initial_AFDM","Final_AFDM","k_ml","k_day_ml","k_dd_ml"
2013,"ROM","US1","2_U1","coarse","oak","S",5,35,5.4,189,3.52,3.07,0.1367834280109,0.00390809794316857,0.000723721841327513
2013,"ROM","US1","2_U1","coarse","oak","S",2,35,5.4,189,3.52,2.89,0.197204487485665,0.00563441392816186,0.00104340998669664
2013,"ROM","US1","2_U1","coarse","oak","S",3,35,5.4,189,3.52,2.97,0.169899036795398,0.00485425819415422,0.000898936702621151
2013,"ROM","US1","2_U1","coarse","oak","S",6,35,5.4,189,3.52,2.91,0.190307908426604,0.0054373688121887,0.00100692015040531
2013,"ROM","US2","1_U2","coarse","oak","M",1,35,5.42,189.7,3.52,2.89,0.197204487485665,0.00563441392816185,0.00103955976534352
2013,"ROM","US2","1_U2","coarse","oak","S",2,35,5.42,189.7,3.52,2.88,0.200670695462151,0.00573344844177575,0.00105783181582578
2013,"ROM","US2","1_U2","coarse","oak","S",3,35,5.42,189.7,3.52,2.87,0.204148959838476,0.00583282742395645,0.00107616742139418
2013,"ROM","US2","1_U2","coarse","oak","U",4,35,5.42,189.7,3.52,2.82,0.221724104659983,0.00633497441885667,0.00116881446842374
2013,"ROM","US2","1_U2","coarse","oak","S",6,35,5.42,189.7,3.52,3.09,0.130289898700352,0.00372256853429576,0.000686820762785195
2013,"ROM","US2","1_U2","coarse","oak","U",5,35,5.42,189.7,3.52,3,0.159848700941896,0.00456710574119703,0.000842639435645208
2013,"ROT","DS","3_D","coarse","oak","S",1,35,4.90571428571429,171.7,3.52,3.22,0.0890796300536888,0.00254513228724825,0.000518809726579434
2013,"ROT","DS","3_D","coarse","oak","S",2,35,4.90571428571429,171.7,3.52,3.03,0.149898370088728,0.00428281057396365,0.000873024869474245
2013,"ROT","DS","3_D","coarse","oak","U",3,35,4.90571428571429,171.7,3.52,3.09,0.130289898700352,0.00372256853429576,0.000758822939431285
2013,"ROT","DS","3_D","coarse","oak","P",5,35,4.90571428571429,171.7,3.52,3.06,0.140046073645717,0.00400131638987761,0.000815643993277324
2013,"ROT","DS","3_D","coarse","oak","S",6,35,4.90571428571429,171.7,3.52,2.99,0.163187602207411,0.00466250292021173,0.000950422843374552
2013,"ROT","DS","3_D","coarse","oak","P",4,35,4.90571428571429,171.7,3.52,3.09,0.130289898700352,0.00372256853429576,0.000758822939431285
2013,"ROT","US1","2_U1","coarse","oak","S",1,35,4.43428571428571,155.2,3.52,3.17,0.104729401720817,0.00299226862059476,0.000674802846139282
2013,"ROT","US1","2_U1","coarse","oak","P",3,35,4.43428571428571,155.2,3.52,2.86,0.207639364778244,0.00593255327937841,0.00133788250501446
2013,"ROT","US1","2_U1","coarse","oak","P",4,35,4.43428571428571,155.2,3.52,3.1,0.127058878118905,0.00363025366054015,0.000818678338395007
